"date","ville","pays","no2","o3","pm25","temp_max","temp_min","temp_moy","amplitude","humidite"
2025-03-11,"Lima","Pérou",19.08,12.4286382113821,15.93,26,20,23,6,83
2025-03-12,"Lima","Pérou",13.87,12.4286382113821,9.87,26,21,23.5,5,82
2025-03-13,"Lima","Pérou",18.37,12.4286382113821,13.89,26,21,23.5,5,83
2025-03-14,"Lima","Pérou",25.64,27.31,16.39,26,20,23,6,83
2025-03-15,"Lima","Pérou",23.36,15.97,17.5,26,21,23.5,5,79
2025-03-16,"Lima","Pérou",17.8,16.72,12.51,25,20,22.5,5,84
2025-03-17,"Lima","Pérou",17.01,23.36,12.57,25,20,22.5,5,81
2025-03-18,"Lima","Pérou",16.54,21.21,13.56,24,19,21.5,5,86
2025-03-19,"Lima","Pérou",17.45,25.15,13.47,26,19,22.5,7,85
2025-03-20,"Lima","Pérou",25.95,25.12,17.77,25,20,22.5,5,81
2025-03-21,"Lima","Pérou",26.85,23.91,17.48,28,20,24,8,77
2025-03-22,"Lima","Pérou",21.62,27.22,13.67,28,20,24,8,78
2025-03-23,"Lima","Pérou",14.8,30.75,10.63,26,20,23,6,77
2025-03-24,"Lima","Pérou",18.32,23.84,13.83,26,20,23,6,80
2025-03-25,"Lima","Pérou",23.63,23.3,15.27,27,20,23.5,7,83
2025-03-26,"Lima","Pérou",26.59,18.47,14.58,28,20,24,8,79
2025-03-27,"Lima","Pérou",23.49,23.36,12.73,27,21,24,6,75
2025-03-28,"Lima","Pérou",24.77,21.99,11.11,28,20,24,8,77
2025-03-29,"Lima","Pérou",25.64,22.91,13.98,26,20,23,6,87
2025-03-30,"Lima","Pérou",18.69,23.9,11.35,26,20,23,6,83
2025-03-31,"Lima","Pérou",20.83,24.67,14.97,24,19,21.5,5,87
2025-04-01,"Lima","Pérou",28.47,18.15,16,26,20,23,6,84
2025-04-02,"Lima","Pérou",25.15,22.77,14.68,25,20,22.5,5,83
2025-04-03,"Lima","Pérou",22.89,25.49,13.63,24,19,21.5,5,84
2025-04-04,"Lima","Pérou",18.48,24.32,12.37,25,20,22.5,5,85
2025-04-05,"Lima","Pérou",16.73,27.34,14.89,24,19,21.5,5,84
2025-04-06,"Lima","Pérou",13.75,24.54,10.65,24,19,21.5,5,84
2025-04-07,"Lima","Pérou",16.89,23.27,11.69,25,19,22,6,86
2025-04-08,"Lima","Pérou",20.63,25.29,14.91,25,19,22,6,84
2025-04-09,"Lima","Pérou",18.14,33.88,13.34,26,18,22,8,83
2025-04-10,"Lima","Pérou",17.69,31.66,17.65,24,18,21,6,83
2025-04-11,"Lima","Pérou",19.92,24.96,17.56,25,18,21.5,7,82
2025-04-12,"Lima","Pérou",22.3113359528487,19.29,19,25,19,22,6,77
2025-04-13,"Lima","Pérou",22.3113359528487,26.89,19.03,24,19,21.5,5,84
2025-04-14,"Lima","Pérou",22.3113359528487,26.9,15.97,25,18,21.5,7,84
2025-04-15,"Lima","Pérou",22.3113359528487,22.33,24.46,22,18,20,4,85
2025-04-16,"Lima","Pérou",22.3113359528487,17,25.67,21,18,19.5,3,86
2025-04-17,"Lima","Pérou",22.3113359528487,12.4286382113821,23.44,23,17,20,6,81
2025-04-18,"Lima","Pérou",22.3113359528487,12.4286382113821,16.29,23,18,20.5,5,79
2025-04-19,"Lima","Pérou",22.3113359528487,12.4286382113821,15.94,24,18,21,6,81
2025-04-20,"Lima","Pérou",22.3113359528487,12.4286382113821,13.78,23,17,20,6,82
2025-04-21,"Lima","Pérou",22.3113359528487,12.4286382113821,16.58,23,18,20.5,5,81
2025-04-22,"Lima","Pérou",22.3113359528487,12.4286382113821,27.31,23,18,20.5,5,80
2025-04-23,"Lima","Pérou",22.3113359528487,12.4286382113821,19.67,23,18,20.5,5,85
2025-04-24,"Lima","Pérou",22.3113359528487,12.4286382113821,16.19,23,18,20.5,5,89
2025-04-25,"Lima","Pérou",22.3113359528487,12.4286382113821,17.77,23,19,21,4,83
2025-04-26,"Lima","Pérou",22.3113359528487,12.4286382113821,18.29,22,18,20,4,80
2025-04-27,"Lima","Pérou",22.3113359528487,12.4286382113821,20.31,23,17,20,6,83
2025-04-28,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,18,19.5,3,84
2025-04-29,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,22,17,19.5,5,85
2025-04-30,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,21,17,19,4,84
2025-05-01,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,22,17,19.5,5,85
2025-05-02,"Lima",NA,22.3113359528487,12.4286382113821,18.9690175438596,22,17,19.5,5,87
2025-05-03,"Lima","Pérou",16.36,33.26,14.55,22,17,19.5,5,86
2025-05-04,"Lima","Pérou",22.18,36.7,17.96,22,17,19.5,5,88
2025-05-05,"Lima","Pérou",31.9,12.01,23.53,22,16,19,6,85
2025-05-06,"Lima","Pérou",32.76,8.55,16.06,23,17,20,6,82
2025-05-07,"Lima","Pérou",29.45,32,31.05,22,17,19.5,5,84
2025-05-08,"Lima","Pérou",24.04,27.65,19.17,21,17,19,4,90
2025-05-09,"Lima","Pérou",29.6,20.96,26.68,20,17,18.5,3,89
2025-05-10,"Lima","Pérou",37.62,25.86,39.32,21,16,18.5,5,85
2025-05-11,"Lima","Pérou",29.53,31.32,33.32,21,16,18.5,5,86
2025-05-12,"Lima","Pérou",18.42,37.02,18.37,22,16,19,6,87
2025-05-13,"Lima","Pérou",18.47,41.55,17.95,21,16,18.5,5,87
2025-05-14,"Lima","Pérou",30.02,28.44,35.23,21,16,18.5,5,86
2025-05-15,"Lima","Pérou",31.5,22.92,25.08,23,15,19,8,87
2025-05-16,"Lima","Pérou",29.36,24.54,26.42,23,16,19.5,7,86
2025-05-17,"Lima","Pérou",24.2,18.67,22.62,23,16,19.5,7,85
2025-05-18,"Lima","Pérou",29.19,19.62,28.29,22,17,19.5,5,88
2025-05-19,"Lima","Pérou",27.3,21.81,20.6,22,17,19.5,5,86
2025-05-20,"Lima","Pérou",31.69,17.04,23.07,21,16,18.5,5,88
2025-05-21,"Lima","Pérou",28.95,33.64,26.59,22,17,19.5,5,86
2025-05-22,"Lima","Pérou",29.62,29.62,26.49,21,16,18.5,5,88
2025-05-23,"Lima","Pérou",25.75,32.92,24.73,21,16,18.5,5,85
2025-05-24,"Lima","Pérou",24.9,39.71,25.34,21,15,18,6,88
2025-05-25,"Lima","Pérou",24.21,36.48,26.78,20,15,17.5,5,80
2025-05-26,"Lima","Pérou",21.32,35.9,16.42,19,15,17,4,86
2025-05-27,"Lima","Pérou",34.58,17.15,30.55,20,16,18,4,84
2025-05-28,"Lima","Pérou",36.61,19.94,38.29,21,17,19,4,83
2025-05-29,"Lima","Pérou",29.16,27.93,26.15,20,15,17.5,5,86
2025-05-30,"Lima","Pérou",27.37,33,20.94,20,15,17.5,5,87
2025-05-31,"Lima","Pérou",30.68,24.07,27.44,20,15,17.5,5,84
2023-09-01,"Sofia","Bulgarie",17.53,52.67,7.38,28,12,20,16,78
2023-09-02,"Sofia","Bulgarie",19.61,55.4,61.05,29,15,22,14,67
2023-09-03,"Sofia","Bulgarie",17.65,60.16,39.18,30,15,22.5,15,63
2023-09-04,"Sofia","Bulgarie",16.62,35.94,17.31,17,8,12.5,9,91
2023-09-05,"Sofia","Bulgarie",13.31,44.45,7.59,21,7,14,14,93
2023-09-06,"Sofia","Bulgarie",15.61,48.15,10.72,25,10,17.5,15,80
2023-09-07,"Sofia","Bulgarie",25.2,49.57,11.4,25,11,18,14,78
2023-09-08,"Sofia","Bulgarie",17.44,57.55,8.58,25,9,17,16,78
2023-09-09,"Sofia","Bulgarie",23.87,44.46,5.4,26,7,16.5,19,77
2023-09-10,"Sofia","Bulgarie",27.07,45.68,8.12,27,7,17,20,46
2023-09-11,"Sofia","Bulgarie",25.8,45.28,7.39,27,6,16.5,21,65
2023-09-12,"Sofia","Bulgarie",44.92,39.43,10.68,28,11,19.5,17,57
2023-09-13,"Sofia","Bulgarie",47.45,41.07,14.16,30,14,22,16,53
2023-09-14,"Sofia","Bulgarie",36.06,46.82,19.27,30,11,20.5,19,52
2023-09-15,"Sofia","Bulgarie",14.42,66.26,15.97,29,15,22,14,50
2023-09-16,"Sofia","Bulgarie",18.91,44.68,12.33,24,12,18,12,95
2023-09-17,"Sofia","Bulgarie",15.57,51.84,12.06,25,10,17.5,15,88
2023-09-18,"Sofia","Bulgarie",18.65,51.95,6.56,25,8,16.5,17,91
2023-09-19,"Sofia","Bulgarie",31.64,41.25,7.85,24,8,16,16,80
2023-09-20,"Sofia","Bulgarie",28.61,29.17,8.65,28,14,21,14,83
2023-09-21,"Sofia","Bulgarie",31.05,28.63,10.58,26,12,19,14,65
2023-09-22,"Sofia","Bulgarie",26.15,30.3,14.31,29,13,21,16,78
2023-09-23,"Sofia","Bulgarie",29.8,29.36,15.65,32,18,25,14,59
2023-09-24,"Sofia","Bulgarie",24.17,34.53,10.26,30,14,22,16,49
2023-09-25,"Sofia","Bulgarie",16.34,54.01,5.75,23,10,16.5,13,85
2023-09-26,"Sofia","Bulgarie",19,48.93,16.18,25,8,16.5,17,74
2023-09-27,"Sofia","Bulgarie",23.65,42.44,8.98,23,7,15,16,66
2023-09-28,"Sofia","Bulgarie",29.4,33.98,6.83,23,6,14.5,17,65
2023-09-29,"Sofia","Bulgarie",36.31,31,10.1,24,6,15,18,74
2023-09-30,"Sofia","Bulgarie",31.03,39.2,10.3,24,7,15.5,17,65
2023-10-01,"Sofia","Bulgarie",12.63,57.03,14.1,23,6,14.5,17,62
2023-10-02,"Sofia","Bulgarie",13.7,51.77,6.68,21,5,13,16,84
2023-10-03,"Sofia","Bulgarie",44.08,22.82,12.27,23,4,13.5,19,74
2023-10-04,"Sofia","Bulgarie",39.42,33.53,14.68,25,5,15,20,62
2023-10-05,"Sofia","Bulgarie",30.59,45.9,13.54,25,7,16,18,62
2023-10-06,"Sofia","Bulgarie",19.98,48.32,7.94,22,7,14.5,15,76
2023-10-07,"Sofia","Bulgarie",26.73,45.32,8.54,22,4,13,18,57
2023-10-08,"Sofia","Bulgarie",18.76,45.31,8.14,23,6,14.5,17,43
2023-10-09,"Sofia","Bulgarie",25.15,40.03,5.23,19,3,11,16,86
2023-10-10,"Sofia","Bulgarie",22.24,38.74,5.89,17,4,10.5,13,63
2023-10-11,"Sofia","Bulgarie",27.76,30.45,6.04,20,4,12,16,87
2023-10-12,"Sofia","Bulgarie",55.79,20.34,11.98,23,4,13.5,19,77
2023-10-13,"Sofia","Bulgarie",56.25,20.61,17.8,25,6,15.5,19,63
2023-10-14,"Sofia","Bulgarie",50.53,27.02,11.38,25,7,16,18,56
2023-10-15,"Sofia","Bulgarie",34.02,36.22,13.34,25,7,16,18,62
2023-10-16,"Sofia","Bulgarie",19.75,40.7,0.33,14,1,7.5,13,86
2023-10-17,"Sofia","Bulgarie",26.48,31.34,3.33,12,2,7,10,93
2023-10-18,"Sofia","Bulgarie",27.68,25.82,8.6,15,3,9,12,90
2023-10-19,"Sofia","Bulgarie",37.92,15.31,9.49,19,2,10.5,17,74
2023-10-20,"Sofia","Bulgarie",38.44,19.34,9.93,24,7,15.5,17,70
2023-10-21,"Sofia","Bulgarie",23.72,33.74,7.35,25,12,18.5,13,58
2023-10-22,"Sofia","Bulgarie",20.19,39.64,6.65,24,10,17,14,62
2023-10-23,"Sofia","Bulgarie",42.73,18.19,6.85,22,8,15,14,73
2023-10-24,"Sofia","Bulgarie",59.14,14.66,8.29,23,8,15.5,15,66
2023-10-25,"Sofia","Bulgarie",35.98,22.43,5.46,23,12,17.5,11,57
2023-10-26,"Sofia","Bulgarie",22.31,28.16,3.21,20,8,14,12,75
2023-10-27,"Sofia","Bulgarie",21.91,35.51,2.82,22,8,15,14,78
2023-10-28,"Sofia","Bulgarie",29.82,28.7,5.29,22,9,15.5,13,74
2023-10-29,"Sofia","Bulgarie",41.5,22.69,5.3,22,6,14,16,71
2023-10-30,"Sofia","Bulgarie",54.27,17.66,5.78,22,6,14,16,67
2023-10-31,"Sofia","Bulgarie",55.16,14.28,9.68,23,7,15,16,56
2023-11-01,"Sofia","Bulgarie",31.22,18.24,5.37,19,5,12,14,82
2023-11-02,"Sofia","Bulgarie",42.18,6.32,12.33,18,7,12.5,11,69
2023-11-03,"Sofia","Bulgarie",36.51,10.08,9.64,20,10,15,10,71
2023-11-04,"Sofia","Bulgarie",18.44,36.08,1.23,18,3,10.5,15,92
2023-11-05,"Sofia","Bulgarie",13.42,41.28,1.34,17,2,9.5,15,78
2023-11-06,"Sofia","Bulgarie",39.02,17.07,9.05,18,5,11.5,13,87
2023-11-07,"Sofia","Bulgarie",48.93,7.15,11.31,19,8,13.5,11,65
2023-11-08,"Sofia","Bulgarie",47.18,2.14,8.46,19,2,10.5,17,73
2023-11-09,"Sofia","Bulgarie",44.32,13.17,19.98,12,-1,5.5,13,80
2023-11-10,"Sofia","Bulgarie",37.34,10.88,12.4,14,2,8,12,77
2023-11-11,"Sofia","Bulgarie",20.07,33.98,2.65,12,2,7,10,87
2023-11-12,"Sofia","Bulgarie",35.06,14.02,8.64,12,-1,5.5,13,80
2023-11-13,"Sofia","Bulgarie",38.36,14.01,7.31,8,0,4,8,95
2023-11-14,"Sofia","Bulgarie",48.82,4.23,14.08,16,1,8.5,15,66
2023-11-15,"Sofia","Bulgarie",32.85,17.6,3.82,17,2,9.5,15,74
2023-11-16,"Sofia","Bulgarie",24.89,27.02,2.82,11,0,5.5,11,85
2023-11-17,"Sofia","Bulgarie",38.27,10.14,6.36,13,1,7,12,61
2023-11-18,"Sofia","Bulgarie",9.5,25.72,1.54,3,-5,-1,8,88
2023-11-19,"Sofia","Bulgarie",13.59,26.33,6.2,6,-6,0,12,85
2023-11-20,"Sofia","Bulgarie",36.32,18.23,4.59,11,-4,3.5,15,74
2023-11-21,"Sofia","Bulgarie",54,2.62,21.06,11,-1,5,12,78
2023-11-22,"Sofia","Bulgarie",39.16,3.36,9.28,11,7,9,4,80
2023-11-23,"Sofia","Bulgarie",23.16,4.63,3.52,9,7,8,2,94
2023-11-24,"Sofia","Bulgarie",31.94,6.15,5.85,14,7,10.5,7,91
2023-11-25,"Sofia","Bulgarie",19.5,28.81,0.72,7,-6,0.5,13,100
2023-11-26,"Sofia","Bulgarie",10,37.96,7.03,-2,-13,-7.5,11,93
2023-11-27,"Sofia","Bulgarie",27.71,27.31,6.71,-1,-15,-8,14,93
2023-11-28,"Sofia","Bulgarie",43.72,17.18,7.75,3,-10,-3.5,13,100
2023-11-29,"Sofia","Bulgarie",21.53,19.63,1.67,4,-4,0,8,100
2023-11-30,"Sofia","Bulgarie",36.96,3.95,12.83,7,-3,2,10,96
2023-12-01,"Sofia","Bulgarie",37.78,18.64,6.53,14,-1,6.5,15,91
2023-12-02,"Sofia","Bulgarie",21.45,42.53,1.61,14,4,9,10,74
2023-12-03,"Sofia","Bulgarie",11.06,31.89,3.45,12,0,6,12,95
2023-12-04,"Sofia","Bulgarie",27.89,19.25,9.7,5,-6,-0.5,11,81
2023-12-05,"Sofia","Bulgarie",31.32,15.32,4.52,7,-4,1.5,11,87
2023-12-06,"Sofia","Bulgarie",29.91,12.59,1.34,6,-1,2.5,7,90
2023-12-07,"Sofia","Bulgarie",24.33,9.63,2.69,4,-5,-0.5,9,99
2023-12-08,"Sofia","Bulgarie",20.49,19.45,7.09,3,-6,-1.5,9,92
2023-12-09,"Sofia","Bulgarie",31.22,13.38,5.56,4,-3,0.5,7,91
2023-12-10,"Sofia","Bulgarie",37.3,9.38,4.63,6,-5,0.5,11,83
2023-12-11,"Sofia","Bulgarie",34.91,20.56,6.61,7,-6,0.5,13,89
2023-12-12,"Sofia","Bulgarie",46.65,9.87,10.73,9,-3,3,12,82
2023-12-13,"Sofia","Bulgarie",46.2,3.13,16.63,11,-2,4.5,13,82
2023-12-14,"Sofia","Bulgarie",28.7,21.25,3.17,14,8,11,6,68
2023-12-15,"Sofia","Bulgarie",23.18,17.97,1.31,5,1,3,4,100
2023-12-16,"Sofia","Bulgarie",20.12,23.97,3.17,1,-7,-3,8,95
2023-12-17,"Sofia","Bulgarie",21.25,18.94,6.21,0,-11,-5.5,11,91
2023-12-18,"Sofia","Bulgarie",47.54,7.67,14.55,5,-5,0,10,87
2023-12-19,"Sofia","Bulgarie",61.38,2.58,32.54,9,-1,4,10,77
2023-12-20,"Sofia","Bulgarie",61.51,2.45,40.25,10,2,6,8,75
2023-12-21,"Sofia","Bulgarie",31.9,17.15,14.88,5,-1,2,6,87
2023-12-22,"Sofia","Bulgarie",30.69,22.51,11.53,4,-5,-0.5,9,99
2023-12-23,"Sofia","Bulgarie",16.6,36.08,3.42,6,-7,-0.5,13,84
2023-12-24,"Sofia","Bulgarie",10.16,47.68,2.18,9,-3,3,12,86
2023-12-25,"Sofia","Bulgarie",37.09,14.35,16.5,12,-1,5.5,13,71
2023-12-26,"Sofia","Bulgarie",45.21,6.59,21.86,12,0,6,12,60
2023-12-27,"Sofia","Bulgarie",26.68,30.29,9.26,11,-1,5,12,75
2023-12-28,"Sofia","Bulgarie",51.67,3.76,31.86,13,0,6.5,13,68
2023-12-29,"Sofia","Bulgarie",51.79,3.86,34.14,12,-1,5.5,13,62
2023-12-30,"Sofia","Bulgarie",40.35,11.06,23.77,10,-1,4.5,11,64
2023-12-31,"Sofia","Bulgarie",37.9,11.62,25.04,11,0,5.5,11,65
2024-01-01,"Sofia","Bulgarie",40.13,7.47,44.5,11,-1,5,12,73
2024-01-02,"Sofia","Bulgarie",27.24,22.53,11.11,8,-1,3.5,9,90
2024-01-03,"Sofia","Bulgarie",37.6,10.33,16.52,8,-2,3,10,85
2024-01-04,"Sofia","Bulgarie",30.42,24.46,7.22,11,-2,4.5,13,83
2024-01-05,"Sofia","Bulgarie",45.78,10.33,19.86,11,-2,4.5,13,79
2024-01-06,"Sofia","Bulgarie",49.03,4.31,29.72,12,6,9,6,65
2024-01-07,"Sofia","Bulgarie",39.04,13.14,18.66,9,6,7.5,3,97
2024-01-08,"Sofia","Bulgarie",14.25,20.97,5.78,5,-1,2,6,96
2024-01-09,"Sofia","Bulgarie",17.61,26.22,7.03,0,-10,-5,10,96
2024-01-10,"Sofia","Bulgarie",44.95,23.17,32.83,1,-11,-5,12,70
2024-01-11,"Sofia","Bulgarie",37.62,19.7,25.69,3,-9,-3,12,75
2024-01-12,"Sofia","Bulgarie",18.68,34.04,27.01,0,-8,-4,8,73
2024-01-13,"Sofia","Bulgarie",14.03,37.46,19.11,-1,-12,-6.5,11,86
2024-01-14,"Sofia","Bulgarie",52.54,7.87,44,5,-9,-2,14,62
2024-01-15,"Sofia","Bulgarie",59.21,5.6,56.76,6,-7,-0.5,13,58
2024-01-16,"Sofia","Bulgarie",27.99,27.19,12.4,3,-6,-1.5,9,99
2024-01-17,"Sofia","Bulgarie",47.84,5.74,34.89,9,-5,2,14,86
2024-01-18,"Sofia","Bulgarie",28.02,28.78,11.28,11,0,5.5,11,92
2024-01-19,"Sofia","Bulgarie",27.18,27.71,6.86,12,1,6.5,11,88
2024-01-20,"Sofia","Bulgarie",19.54,31.3,7.37,2,-3,-0.5,5,97
2024-01-21,"Sofia","Bulgarie",24.14,37.5,15.3,-1,-12,-6.5,11,93
2024-01-22,"Sofia","Bulgarie",54.59,14.21,52.78,-1,-16,-8.5,15,86
2024-01-23,"Sofia","Bulgarie",60.49,17.73,46.91,2,-11,-4.5,13,75
2024-01-24,"Sofia","Bulgarie",29.21,34.44,13.31,2,-8,-3,10,90
2024-01-25,"Sofia","Bulgarie",21.48,41.13,6.57,6,-5,0.5,11,89
2024-01-26,"Sofia","Bulgarie",12.33,50.88,5.09,4,-6,-1,10,94
2024-01-27,"Sofia","Bulgarie",10.26,48.77,3.91,4,-8,-2,12,93
2024-01-28,"Sofia","Bulgarie",10.84,37.33,9.25,2,-8,-3,10,85
2024-01-29,"Sofia","Bulgarie",19.82,32.15,7.32,3,-8,-2.5,11,90
2024-01-30,"Sofia","Bulgarie",23.34,37.35,9.56,3,-10,-3.5,13,83
2024-01-31,"Sofia","Bulgarie",60.93,7.02,38.3,6,-9,-1.5,15,58
2024-02-01,"Sofia","Bulgarie",47.5,16.44,18.16,7,-7,0,14,48
2024-02-02,"Sofia","Bulgarie",19.63,30.93,12.67,4,-4,0,8,82
2024-02-03,"Sofia","Bulgarie",11.01,44.87,3.61,5,-6,-0.5,11,82
2024-02-04,"Sofia","Bulgarie",10.22,46.96,3.86,8,-1,3.5,9,89
2024-02-05,"Sofia","Bulgarie",30.15,31.32,9.55,12,-2,5,14,77
2024-02-06,"Sofia","Bulgarie",45.87,24.15,15.7,15,0,7.5,15,54
2024-02-07,"Sofia","Bulgarie",32.4,34.61,11.97,13,1,7,12,60
2024-02-08,"Sofia","Bulgarie",51.61,15.66,18.14,13,0,6.5,13,61
2024-02-09,"Sofia","Bulgarie",48.23,17.12,18.9,14,-1,6.5,15,64
2024-02-10,"Sofia","Bulgarie",30.95,33.77,11.01,13,6,9.5,7,67
2024-02-11,"Sofia","Bulgarie",14.1,49.8,4.25,13,7,10,6,60
2024-02-12,"Sofia","Bulgarie",27.55,33.45,7.47,8,5,6.5,3,97
2024-02-13,"Sofia","Bulgarie",14.49,32.7,2.98,7,2,4.5,5,96
2024-02-14,"Sofia","Bulgarie",15.42,34.08,8.59,4,-4,0,8,96
2024-02-15,"Sofia","Bulgarie",24.26,34.16,11.5,7,-6,0.5,13,85
2024-02-16,"Sofia","Bulgarie",39.94,21.19,15.58,9,-5,2,14,78
2024-02-17,"Sofia","Bulgarie",51.03,12.19,24.12,10,1,5.5,9,77
2024-02-18,"Sofia","Bulgarie",25.19,29.24,24.53,7,0,3.5,7,78
2024-02-19,"Sofia","Bulgarie",32.62,17.25,27.04,9,-2,3.5,11,82
2024-02-20,"Sofia","Bulgarie",21.77,30.55,19.87,8,0,4,8,73
2024-02-21,"Sofia","Bulgarie",16.86,38.39,9.34,8,0,4,8,94
2024-02-22,"Sofia","Bulgarie",46.12,13.16,18.62,11,-4,3.5,15,83
2024-02-23,"Sofia","Bulgarie",19.61,47.24,7.66,13,0,6.5,13,78
2024-02-24,"Sofia","Bulgarie",15.92,53.42,4.49,13,6,9.5,7,81
2024-02-25,"Sofia","Bulgarie",34.04,26.84,10.48,12,6,9,6,87
2024-02-26,"Sofia","Bulgarie",34.21,22.83,14.7,12,3,7.5,9,87
2024-02-27,"Sofia","Bulgarie",38.29,24.06,17.76,15,6,10.5,9,82
2024-02-28,"Sofia","Bulgarie",34.63,23.61,23.88,14,7,10.5,7,84
2024-02-29,"Sofia","Bulgarie",34.88,23.25,20.41,15,8,11.5,7,83
2024-03-01,"Sofia","Bulgarie",31.61,30.19,23.15,11,4,7.5,7,76
2024-03-02,"Sofia","Bulgarie",31.13,18.79,21.6,8,1,4.5,7,85
2024-03-03,"Sofia","Bulgarie",30.18,18.46,18.29,13,-2,5.5,15,89
2024-03-04,"Sofia","Bulgarie",19.94,31.57,16.51,13,5,9,8,81
2024-03-05,"Sofia","Bulgarie",25.92,32.09,14.97,8,3,5.5,5,89
2024-03-06,"Sofia","Bulgarie",34.82,24.22,15.09,12,-1,5.5,13,87
2024-03-07,"Sofia","Bulgarie",27.27,25.99,7.34,10,0,5,10,94
2024-03-08,"Sofia","Bulgarie",26.22,25.67,5.15,7,-3,2,10,93
2024-03-09,"Sofia","Bulgarie",24.97,23.61,15.6,10,-2,4,12,86
2024-03-10,"Sofia","Bulgarie",24.73,27.8,17.35,15,1,8,14,90
2024-03-11,"Sofia","Bulgarie",25.91,23.47,19.14,16,7,11.5,9,76
2024-03-12,"Sofia",NA,26.6328571428571,22.0328571428571,18.8528571428571,11,2,6.5,9,94
2024-03-13,"Sofia",NA,27.3557142857143,20.5957142857143,18.5657142857143,9,-1,4,10,93
2024-03-14,"Sofia",NA,28.0785714285714,19.1585714285714,18.2785714285714,9,-1,4,10,86
2024-03-15,"Sofia",NA,28.8014285714286,17.7214285714286,17.9914285714286,10,-3,3.5,13,83
2024-03-16,"Sofia",NA,29.5242857142857,16.2842857142857,17.7042857142857,13,2,7.5,11,77
2024-03-17,"Sofia",NA,30.2471428571429,14.8471428571429,17.4171428571429,12,0,6,12,84
2024-03-18,"Sofia","Bulgarie",30.97,13.41,17.13,13,-1,6,14,80
2024-03-19,"Sofia",NA,29.416,22.084,14.97,10,-3,3.5,13,95
2024-03-20,"Sofia",NA,27.862,30.758,12.81,9,-6,1.5,15,81
2024-03-21,"Sofia",NA,26.308,39.432,10.65,12,-4,4,16,76
2024-03-22,"Sofia",NA,24.754,48.106,8.49,12,-3,4.5,15,71
2024-03-23,"Sofia","Bulgarie",23.2,56.78,6.33,13,-2,5.5,15,85
2024-03-24,"Sofia","Bulgarie",19.38,46.41,8.44,16,0,8,16,81
2024-03-25,"Sofia","Bulgarie",13.21,50.17,3.59,7,-2,2.5,9,98
2024-03-26,"Sofia","Bulgarie",33.43,35.92,8.17,12,-2,5,14,65
2024-03-27,"Sofia","Bulgarie",26.34,29.88,13.11,17,6,11.5,11,92
2024-03-28,"Sofia","Bulgarie",21.88,44.48,10.2,17,3,10,14,83
2024-03-29,"Sofia","Bulgarie",28,43.66,7.66,20,3,11.5,17,60
2024-03-30,"Sofia","Bulgarie",35.05,32.91,9.79,21,7,14,14,67
2024-03-31,"Sofia","Bulgarie",34.79,33.07,15.18,23,6,14.5,17,61
2024-04-01,"Sofia","Bulgarie",28.12,41.45,15.14,25,12,18.5,13,54
2024-04-02,"Sofia","Bulgarie",8.77,68.83,9.91,18,9,13.5,9,53
2024-04-03,"Sofia","Bulgarie",25.28,48.66,4.12,18,1,9.5,17,75
2024-04-04,"Sofia","Bulgarie",21.5,48.26,6.5,17,2,9.5,15,61
2024-04-05,"Sofia","Bulgarie",33.52,37.18,7.35,19,2,10.5,17,73
2024-04-06,"Sofia","Bulgarie",32.05,38.38,8.43,21,4,12.5,17,64
2024-04-07,"Sofia","Bulgarie",13.31,63.39,5.46,18,5,11.5,13,68
2024-04-08,"Sofia","Bulgarie",25.42,49.41,3.58,21,2,11.5,19,74
2024-04-09,"Sofia","Bulgarie",38.32,40.71,8.42,22,5,13.5,17,60
2024-04-10,"Sofia","Bulgarie",30.34,51.34,7.58,23,8,15.5,15,62
2024-04-11,"Sofia","Bulgarie",25.14,54.22,8.46,22,8,15,14,63
2024-04-12,"Sofia","Bulgarie",30.52,50.15,12.68,22,8,15,14,70
2024-04-13,"Sofia","Bulgarie",16.63,56.29,12.94,22,9,15.5,13,82
2024-04-14,"Sofia","Bulgarie",19.57,50.62,9.49,23,7,15,16,80
2024-04-15,"Sofia","Bulgarie",25.88,47.78,12.48,26,10,18,16,56
2024-04-16,"Sofia","Bulgarie",25.55,49.13,19.32,24,10,17,14,64
2024-04-17,"Sofia","Bulgarie",16.17,42.81,5.47,18,6,12,12,85
2024-04-18,"Sofia","Bulgarie",11.57,45.91,3.28,10,0,5,10,94
2024-04-19,"Sofia","Bulgarie",16.99,47.21,4.61,11,1,6,10,84
2024-04-20,"Sofia","Bulgarie",12.25,57.39,6.74,12,0,6,12,86
2024-04-21,"Sofia","Bulgarie",15.6,35.32,7.8,14,3,8.5,11,90
2024-04-22,"Sofia","Bulgarie",16.75,42.72,5.17,15,0,7.5,15,92
2024-04-23,"Sofia","Bulgarie",21.84,29.92,6.71,11,8,9.5,3,94
2024-04-24,"Sofia","Bulgarie",16.04,40.96,7.5,18,7,12.5,11,94
2024-04-25,"Sofia","Bulgarie",14.48,40.33,7.06,9,3,6,6,97
2024-04-26,"Sofia","Bulgarie",23.07,39.06,7.29,15,3,9,12,90
2024-04-27,"Sofia","Bulgarie",22.99,36.82,9.21,17,3,10,14,69
